"county","median_cases","median_ratiocases","median_total_population","median_population_density","median_deaths","mean_D_stay_at_home_effective","median_days_stay_at_home_effective","median_mean_temp","median_dewpoint","median_life_expectancy","median_years_of_potential_life_lost_rate","median_age_adjusted_death_rate","median_percent_fair_or_poor_health","median_percent_low_birthweight","median_average_number_of_physically_unhealthy_days","median_percent_adults_with_diabetes","median_num_hiv_cases","median_percent_adults_with_obesity","median_food_environment_index","median_num_food_insecure","median_percent_excessive_drinking","median_percent_uninsured","median_num_primary_care_physicians","median_preventable_hospitalization_rate","median_percentile_rank_social_vulnerability","median_percentile_rank_socioeconomic_theme","median_percentile_rank_below_poverty","median_percentile_rank_unemployed","median_percentile_rank_per_capita_income","median_percentile_rank_no_highschool_diploma","median_percentile_rank_household_comp_disability_theme","median_percentile_rank_age_65_and_older","median_percentile_rank_age_17_and_younger","median_percentile_rank_disabled","median_percentile_rank_single_parent_households","median_percentile_rank_minority_status_and_language_theme","median_percentile_rank_minorities","median_percentile_rank_limited_english_abilities","median_percentile_rank_housing_and_transportation","median_percentile_percentile_rank_multi_unit_housing","median_percentile_rank_mobile_homes","median_percentile_rank_overcrowding","median_percentile_rank_no_vehicle","median_percentile_rank_institutionalized_in_group_quarters"
"Barnstable",1645,0.00766174669194189,214703,544.646376428035,155,0.962264150943396,122,15.6111111111111,52.1,79.611160659,7302.6933802,305.9955079,10.040827353,6.8572496263,3.1516878211,8.8,747,21.4,8.4,16910,20.407090865,3.5225606776,208,2983,0.0691,0.0669,0.0716,0.4241,0.0261,0.0166,0.1458,0.9758,0.0267,0.3445,0.1114,0.3954,0.3451,0.4744,0.093,0.6638,0.0181,0.1172,0.4537,0.2818
"Barron",261.5,0.00574119610081672,45548,52.794185371984,3,1,131.5,14,45.85,79.017820671,6454.4956966,314.8824361,14.02935223,5.711054566,3.6895270519,11.5,29,41.4,8.6,4360,23.373039878,7.9822363926,50,3841,0.2604,0.2888,0.2795,0.3018,0.4123,0.3085,0.3222,0.7593,0.3706,0.3445,0.3193,0.355,0.2127,0.545,0.3238,0.6606,0.3155,0.3996,0.4187,0.3941
"Barrow",940,0.0128170166348514,73340,457.325383991167,32,0.952941176470588,115,20.3333333333333,61.2,76.6202987,8517.2620788,433.32495684,17.056110801,7.3134728932,3.3765695947,17.5,88,38.4,8.4,7480,17.299982454,16.872808094,17,5278,0.5068,0.6864,0.4212,0.7291,0.6813,0.7405,0.5613,0.057,0.921,0.3133,0.7988,0.7845,0.6571,0.8166,0.0665,0.2308,0.4323,0.5861,0.1261,0.0306
"Barry",173,0.00327904781172028,59316,107.243938065251,2,0.974609375,121,17.6388888888889,53.7,79.459166737,6021.9837627,320.32347886,12.85412236,6.5072430444,3.7257957491,17.1,22,37.2,8.8,5680,20.470069887,5.3673120729,20,4701,0.1035,0.2257,0.1143,0.4094,0.3789,0.1748,0.1385,0.4575,0.5521,0.3025,0.1293,0.1996,0.1627,0.3177,0.1754,0.4082,0.3295,0.5011,0.3298,0.2353
"Bartholomew",663.5,0.0082727578768874,80203,197.110388061039,48,0.969230769230769,121.5,19.3333333333333,52.1,78.164564605,7585.693678,369.34385856,16.108504549,7.6439089692,3.9143893427,11.7,55,32.3,7.8,8870,16.887771284,9.8855313363,58,4787,0.3196,0.2235,0.3002,0.2719,0.2146,0.2773,0.3047,0.2639,0.7249,0.2343,0.5463,0.6584,0.5123,0.7603,0.389,0.8007,0.3295,0.6947,0.263,0.2356
"Bartow",1172,0.0114967334366601,101942,221.832008630201,49,0.913207547169811,109,21.3888888888889,61,76.632297258,8278.2214889,415.55944305,16.631131657,7.9554317549,3.5031115498,13.8,161,31.4,7.3,11660,17.563821108,17.924706667,44,6686,0.6164,0.6256,0.4438,0.6205,0.5689,0.7529,0.5683,0.1283,0.8408,0.4419,0.6874,0.7096,0.5883,0.7628,0.398,0.6549,0.5893,0.7456,0.234,0.1152
"Bastrop",1269,0.0162097948547633,78286,88.1428379075441,17,0.953667953667954,117,25.3888888888889,67,77.619203968,7880.3177804,379.02258815,20.343852258,7.5768107883,3.8467143191,11.7,150,38.4,7.3,10040,19.331467398,21.75716118,23,4397,0.7437,0.5985,0.3664,0.7291,0.426,0.7813,0.333,0.1589,0.8634,0.3913,0.3954,0.9338,0.8593,0.928,0.7555,0.2471,0.9074,0.9306,0.2763,0.6507
"Bates",32,0.00193786713498456,16513,19.7361421655974,1,0.937984496124031,112.5,19.3333333333333,55.75,76.062471188,9028.3597477,436.84046261,19.50929522,7.0714834743,4.3975385107,11.4,19,36.5,8.2,2140,18.758735321,12.817943579,4,6578,0.4629,0.5482,0.5387,0.3298,0.6568,0.5982,0.9287,0.659,0.7393,0.738,0.596,0.12,0.1646,0.1671,0.277,0.1859,0.5699,0.4588,0.3626,0.4989
"Bay",700.5,0.00588085611693856,106107,239.897111204855,31,0.954022988505747,118,21.3888888888889,56.85,77.491961023,7743.3678333,387.13843987,14.504552641,7.2912310052,4.0461538844,8.9,83,35.9,7.7,13050,19.782330322,6.1048088631,43,6890,0.4031,0.5126,0.5075,0.6813,0.462,0.3438,0.6215,0.6049,0.3012,0.6103,0.6536,0.2448,0.3464,0.2197,0.3429,0.7714,0.2346,0.1165,0.788,0.3196
"Bayfield",18,0.00120104090211517,14987,10.1409706335318,1,0.977011494252874,124,12.1111111111111,41.7,80.075113914,6712.4208017,308.21005324,13.888929011,5.2213393871,3.6601926595,8.9,5,29.7,8,1450,21.982477484,9.1504473757,5,1953,0.1191,0.2209,0.2321,0.4957,0.2888,0.0376,0.2273,0.9137,0.0643,0.5492,0.113,0.284,0.4846,0.1512,0.1149,0.4171,0.3671,0.482,0.234,0.1098
"Bear Lake",42,0.00708502024291498,5928,6.08020093940995,0,1,173.5,11.3333333333333,29.5,78.165464377,7515.9409961,322.89627335,13.549483693,9.8275862069,3.5711079551,7.7,0,26.4,7.7,750,15.144064261,10.239194293,5,2471,0.1706,0.255,0.4212,0.0993,0.6001,0.0672,0.5769,0.7529,0.9105,0.3445,0.1,0.29,0.2209,0.4273,0.0742,0.5113,0.2824,0.4527,0.1261,0.0707
"Beauregard",661,0.0181418965280637,36435,31.4816304261659,13,0.992277992277992,127,23.7777777777778,66.2,74.380840646,10539.470995,513.44331145,19.8806091,9.5774647887,4.7337442653,14,46,36.1,7.2,4500,19.897386611,9.5390460954,15,7519,0.6737,0.6498,0.7042,0.5256,0.5899,0.6304,0.8313,0.2229,0.8287,0.8739,0.5635,0.5291,0.5759,0.4763,0.4957,0.1137,0.9198,0.68,0.3814,0.4301
"Becker",161.5,0.00483895131086142,33375,25.3778244117214,1,1,138.5,14.8333333333333,43.9,79.363184193,6588.8149907,312.98192301,12.588044639,6.5187239945,2.8793303198,9.1,12,30,7.8,3270,20.619147452,6.8556336718,28,6913,0.2709,0.1665,0.3161,0.1191,0.297,0.1296,0.5626,0.6753,0.7806,0.2025,0.4327,0.3451,0.4451,0.2977,0.4387,0.7762,0.4167,0.3913,0.5193,0.3187
"Bedford",808,0.0174397271805055,46331,97.8192374953184,10,0.976470588235294,121,20.1111111111111,59.7,74.291837298,10293.662695,517.68297796,21.939146072,8.7675577707,4.6188578758,10.9,57,33.6,7.9,5540,15.716806178,14.395969823,17,5695,0.7854,0.6326,0.5387,0.3964,0.6832,0.7841,0.8679,0.2521,0.8851,0.5648,0.8685,0.774,0.5963,0.8535,0.6323,0.5333,0.631,0.8093,0.5645,0.2388
"Bee",173,0.00528954931816792,32706,37.1558173934765,0,1,104,27.3333333333333,75,76.458372508,8266.9657796,442.72853642,23.853585888,10.115384615,4.074030826,13.3,172,30.7,7.1,4540,19.809911966,18.911941868,7,7025,0.9201,0.8268,0.7701,0.3964,0.9417,0.9729,0.4145,0.071,0.3607,0.5648,0.9319,0.9398,0.9605,0.85,0.951,0.3257,0.5699,0.9602,0.7182,0.9882
"Belknap",101,0.00167240694131673,60392,150.379770215684,4,0.965648854961832,121.5,14.0555555555556,45.95,77.980267836,7493.5205837,349.73083829,12.06237751,7.6427771557,3.5945387448,8.9,43,28.6,8.7,5280,19.030085881,7.6264920249,39,3227,0.0942,0.1188,0.1611,0.2588,0.0898,0.1748,0.163,0.7211,0.1356,0.4015,0.242,0.1678,0.1429,0.2802,0.2805,0.6428,0.3779,0.227,0.4734,0.3661
"Bell",2990,0.00903708226162806,330859,314.796441379987,18,0.925093632958802,113,23.6111111111111,65,78.432746919,7306.7287534,371.1579268,20.289556752,8.7590060964,3.8765025197,11.1,670,34.8,6.1,62960,20.343420575,13.260658306,284,6936,0.7523,0.4995,0.4362,0.737,0.504,0.2773,0.6874,0.0264,0.9411,0.3795,0.9121,0.8933,0.8911,0.7978,0.7826,0.8558,0.2964,0.7854,0.4734,0.6574
"Belmont",581,0.0083925579245392,69228,130.095860584192,26,0.966165413533835,123.5,16.9722222222222,49.95,76.731679487,8288.949203,414.30684183,18.022422237,8.3386923901,3.8710473284,13.3,64,35,7.7,9590,18.110092429,6.5468624729,25,8458,0.3722,0.4728,0.4635,0.6361,0.4744,0.3085,0.3461,0.659,0.1242,0.6253,0.4155,0.1254,0.2537,0.0895,0.6094,0.6355,0.4056,0.0541,0.7972,0.843
"Beltrami",157,0.0034396634826045,45644,18.2233918531956,0,1,122.5,12.6666666666667,42.9,77.963457812,8713.651916,369.71468733,15.219191285,6.2885064797,3.7837895766,9.8,23,33.8,7.7,5860,23.516881832,9.0029821875,37,5772,0.7472,0.6552,0.7093,0.8634,0.6113,0.2837,0.6125,0.2229,0.8386,0.192,0.9004,0.3623,0.6689,0.0974,0.9478,0.8634,0.5667,0.6183,0.6934,0.8064
"Ben Hill",314,0.0180407928756105,17405,69.5864518241768,1,0.960474308300395,116,24.5,69.4,73.911810764,10149.884857,529.42903512,23.965407268,13.625,4.2780237744,13.3,21,39.6,5.6,3630,13.096107961,16.268255468,8,5991,0.9265,0.8991,0.9863,0.6361,0.9803,0.7619,0.9799,0.2939,0.8793,0.8469,0.9513,0.6581,0.8395,0.4327,0.6734,0.4416,0.8739,0.084,0.9885,0.4616
"Bennington",80,0.00219160069035422,36503,54.0784275861261,1,0.937728937728938,119,13.6666666666667,45.2,77.572738804,8032.8518269,371.15515182,12.626462058,8.4224027362,3.5126183511,9.4,48,29.6,8.1,4340,18.475927468,5.9519796232,38,4522,0.2916,0.2225,0.354,0.3018,0.1496,0.2553,0.7319,0.8239,0.1601,0.6437,0.6899,0.0793,0.1624,0.0869,0.5415,0.5282,0.2709,0.3677,0.6807,0.7641
"Benton",336,0.00876494023904383,39457,96.6381211474467,4,0.965775401069519,130,16.9444444444444,46.8,79.123551702,5952.3489976,296.13809685,16.096464884,6.5538764783,3.8728946553,11,33,30.9,8.2,4380,18.320323576,7.6259052892,8,5854,0.525,0.2993,0.3852,0.4502,0.3741,0.3292,0.538,0.1818,0.7883,0.2763,0.7224,0.4499,0.2929,0.6695,0.6555,0.8978,0.4518,0.7612,0.7049,0.2162
"Bergen",20275,0.0217938106652621,930310,3996.84740000492,2031.5,0.938405797101449,120.5,16.4722222222222,49.45,83.227791467,3826.7306714,204.59638045,14.471950907,7.8286580975,3.1375044669,8.2,1761,22.3,9.3,67490,17.602577621,8.6233725255,1116,3231,0.242,0.0815,0.0513,0.3531,0.0102,0.155,0.0369,0.3684,0.3868,0.0178,0.1789,0.9245,0.8201,0.9427,0.5326,0.9672,0.0108,0.6017,0.774,0.242
"Berkeley",634,0.00575458596933913,110173,343.061220006656,11,1,127.5,17.2222222222222,52.5,75.402861973,9959.4668732,457.05755856,20.184509742,8.0765687378,4.6540345445,12.8,144,36.8,7.9,12570,14.221677672,7.1033816822,51,5353,0.453,0.4862,0.3422,0.767,0.3075,0.5002,0.5304,0.148,0.7351,0.3521,0.8204,0.4505,0.4855,0.4368,0.3906,0.617,0.5833,0.7307,0.3298,0.0649
"Berkshire",627.5,0.00488087552406213,128563,138.701091068115,45,0.937037037037037,120.5,13.3888888888889,46.4,78.869062697,7541.4213332,348.1924349,13.207584399,7.9475624744,3.5677952633,10,172,25.7,8.4,12350,19.309146089,3.3426123967,138,3563,0.4148,0.2977,0.2869,0.6813,0.1121,0.2553,0.4346,0.8103,0.0688,0.483,0.5918,0.5212,0.3773,0.66,0.5912,0.8083,0.0888,0.1012,0.8848,0.8217
"Bernalillo",4131,0.00612202253485225,674777,581.183682893171,106,0.951672862453532,121,20.0555555555556,29.7,78.506776048,8173.6103252,365.20837246,18.215684201,9.394910323,4.1229807349,7,1378,23.4,7.3,100350,16.33848515,9.6581751273,698,2420,0.6998,0.5075,0.6883,0.5699,0.2821,0.4403,0.4043,0.2095,0.5508,0.2926,0.8571,0.9472,0.9338,0.8953,0.7217,0.9322,0.2499,0.7759,0.6297,0.3442
"Berrien",256,0.013483619509112,18986,42.009461951265,0,0.983673469387755,119,24.1111111111111,68.4,74.088262434,11728.357568,571.36336681,19.463769844,12.201885746,3.941636133,13.9,49,39.4,7.1,2770,15.515459747,18.943405857,3,5256,0.8103,0.9344,0.9134,0.8698,0.9548,0.7934,0.7498,0.3789,0.7593,0.851,0.3547,0.5788,0.5358,0.603,0.4056,0.1114,0.9717,0.234,0.8898,0.1442
"Bexar",17691,0.00951794776884262,1858699,1499.09903264367,165,0.831649831649832,98,24.9444444444444,64.6,78.893690438,6963.3711995,349.83986496,22.492039858,8.9450781336,3.9121051913,8.5,5888,28.6,7.6,216220,20.053430905,16.904979007,1450,4099,0.8176,0.5661,0.5976,0.4823,0.4196,0.6829,0.6285,0.0627,0.8898,0.3238,0.9019,0.9742,0.971,0.936,0.8208,0.9605,0.1025,0.907,0.7284,0.4381
"Bibb",581,0.0163033847244374,154194,618.478640570371,13,0.960238568588469,115,23.0555555555556,64.2,74.324891381,10978.8272,531.73591535,21.372593722,13.270980789,3.9155372548,13.7,985,36.6,5.7,33590,13.015270866,14.403617403,201,5329,0.9172,0.8481,0.9462,0.9124,0.6641,0.639,0.8128,0.1885,0.8284,0.4639,0.9678,0.7755,0.9347,0.5199,0.8733,0.8905,0.113,0.5552,0.957,0.7689
"Bienville",340,0.0244182706118931,13924,17.1629938917553,29,0.992277992277992,127,23.1666666666667,66.5,74.421697803,11198.293946,564.66358567,23.67248002,14.705882353,5.0080945913,23.9,33,45.3,6.1,2590,15.919330911,8.9628325146,2,6227,0.9032,0.8364,0.9007,0.8475,0.6679,0.7049,0.9787,0.6686,0.5425,0.8625,0.8927,0.5543,0.8599,0.233,0.7666,0.1452,0.9494,0.4413,0.9134,0.5826
"Big Horn",407,0.0308006659603451,13214,2.64433690733274,13,1,132,14.5,37.4,68.84398713,20451.041587,735.90816388,22.656629695,7.6169749728,5.2777353677,14.6,11,37.9,4.7,2690,20.073748958,19.419286095,9,5786,0.8548,0.9128,0.9462,0.9863,0.9456,0.5489,0.567,0.0513,0.9904,0.0981,0.9564,0.8367,0.9726,0.588,0.5778,0.4056,0.7899,0.9952,0.2763,0.2152
"Bingham",160,0.00353505225249111,45261,21.6161036029997,2,0.98046875,122.5,13.5555555555556,34.6,76.816031621,8487.0603401,399.19492364,15.989554901,7.6264103636,3.8600775589,12.1,21,31.2,8,4740,13.877932892,14.816908647,15,3267,0.5221,0.5686,0.354,0.4616,0.8096,0.5683,0.4537,0.1394,0.9825,0.3521,0.5018,0.8064,0.6511,0.8625,0.2245,0.3025,0.5807,0.8819,0.1076,0.0704
"Blackford",56,0.00452927855063086,12364,74.8971560566052,2,1,130,19.3888888888889,53.3,75.133880766,10341.783989,475.580155,18.65619489,8.253968254,4.1793998184,23.3,9,34.2,8.3,1490,15.935120409,8.597626753,7,4751,0.5161,0.5565,0.263,0.6937,0.681,0.5129,0.88,0.7377,0.3922,0.851,0.6157,0.1961,0.0901,0.3855,0.4104,0.5384,0.4056,0.3219,0.8071,0.2881
"Blaine",560,0.0261352499183273,21427,8.12355798026454,6,0.958015267175573,119.5,11.9166666666667,33.1,86.188668786,3929.1404687,176.84031649,14.183349242,7.444668008,3.507514186,4.3,8,15.1,8,2300,17.283360211,17.693505338,23,2021,0.2926,0.149,0.3066,0.1191,0.0672,0.2999,0.3779,0.3684,0.6059,0.0092,0.8902,0.8214,0.616,0.9217,0.2611,0.8039,0.2652,0.4021,0.0786,0.4884
"Blanco",93,0.00851804359772852,10918,15.3937373357353,2,0.968627450980392,119,24.6111111111111,62.2,78.751044634,6887.0400959,319.09157922,16.317222287,6.3694267516,3.6229748862,12.4,13,29.4,8.2,1450,17.434835553,21.46253113,5,3385,0.2362,0.1968,0.1328,0.3964,0.1248,0.3085,0.2302,0.8383,0.1289,0.6008,0.0761,0.7542,0.5992,0.8185,0.1834,0.1605,0.6781,0.7469,0.0551,0.192
"Bleckley",127,0.0098948188546942,12835,59.4571619992591,3,0.983805668016194,119,23.1666666666667,66.5,76.069766915,9943.4128095,498.44556324,19.120080473,6.9886947585,3.8479178387,8.3,48,42.7,7.2,2190,15.00492826,13.774426508,4,6835,0.773,0.744,0.8586,0.4616,0.8545,0.6014,0.6966,0.4575,0.4642,0.7539,0.5922,0.4852,0.7084,0.269,0.7924,0.362,0.8281,0.2375,0.7049,0.9551
"Bledsoe",660,0.04689831592411,14073,34.6263329755428,1,0.988095238095238,122.5,18.5,56.8,77.996672967,8125.9163282,389.89827439,22.527819233,6.8396226415,4.6691015565,9.9,9,32.7,7.9,2060,14.543003146,15.081132676,1,5664,0.8758,0.929,0.873,0.7931,0.8838,0.9462,0.7752,0.5018,0.2232,0.9831,0.681,0.3075,0.3636,0.3206,0.9013,0.1267,0.921,0.8752,0.5495,0.9077
"Blount",882.5,0.00699331177887663,126192,225.8234841049,7,0.957692307692308,118.5,20.0555555555556,58.85,77.020697659,8841.6711887,412.42060525,19.823622982,7.9445571332,4.2790180846,13.4,127,32.9,7.7,13580,14.894327631,10.248522548,90,5193,0.2611,0.3731,0.3664,0.4502,0.3193,0.4327,0.2257,0.6151,0.3142,0.483,0.2257,0.4094,0.3145,0.5317,0.2442,0.6351,0.5613,0.2496,0.1519,0.3948
"Blue Earth",758.5,0.0115759111165375,65524,87.6192529321322,3,0.958333333333333,120.5,15.1666666666667,46.45,80.427691222,5371.0888958,278.94137924,13.670510369,6.6259120489,3.3064418955,7.6,39,33.4,7.1,7910,24.943537913,4.5355071671,67,7615,0.1999,0.269,0.6651,0.2369,0.2881,0.0497,0.0197,0.1283,0.1687,0.0535,0.3508,0.4075,0.3827,0.46,0.6616,0.9548,0.2018,0.1398,0.6807,0.8491
"Bolivar",692.5,0.0206009222073479,33615,38.3482002146303,24.5,0.9375,111.5,22.8611111111111,64.7,72.098821502,12419.640466,648.38386432,27.931093414,13.301233825,5.2731078837,11.5,116,39.1,3.4,9170,11.927846538,15.629723924,16,8374,0.9895,0.9908,0.9911,0.9729,0.9631,0.943,0.8943,0.1964,0.8274,0.6183,0.9889,0.717,0.9618,0.4002,0.9739,0.6737,0.4935,0.8112,0.9599,0.7988
"Bollinger",55.5,0.00451880801172447,12282,19.8768460883083,0,0.956692913385827,115.5,20.6388888888889,59.05,75.959609829,9664.4169524,472.76897848,20.706786694,7.1274298056,4.8554667649,23.5,13,32.4,7.1,1720,16.906674461,14.24027906,1,4980,0.5024,0.7303,0.873,0.1888,0.8243,0.8465,0.6784,0.5524,0.4448,0.9631,0.2884,0.0694,0.0462,0.1853,0.3798,0.1407,0.7319,0.624,0.3814,0.4253
"Bond",51.5,0.00300519344109237,17137,45.0642745694643,2,1,133.5,18.6388888888889,53.75,78.646101727,7288.1013403,347.98842127,15.598466912,8.9034676664,3.7656171298,4.3,9,25.5,8.4,1890,20.247655725,6.6122516283,12,4068,0.4938,0.4881,0.5536,0.3677,0.5482,0.454,0.1337,0.4476,0.1888,0.5718,0.2203,0.2725,0.4193,0.1977,0.929,0.5966,0.6068,0.6912,0.6587,0.928
"Bonner",145,0.00350334629974148,41389,23.8828319418083,0,1,127.5,12.2222222222222,41.95,79.76023412,6378.181969,292.49147608,13.420599877,6.0945709282,3.7719804641,9.2,22,25.8,7.4,5860,15.447995324,13.295464901,26,1863,0.3225,0.3674,0.4575,0.3422,0.4772,0.2773,0.5199,0.8338,0.2353,0.5934,0.3827,0.1063,0.2229,0.0755,0.5158,0.7179,0.5909,0.7377,0.3298,0.1878
"Bonneville",619.5,0.00568405985925185,108989,58.4095036164317,1,1,126.5,12.9722222222222,36.4,77.922620354,7227.0332943,345.75076581,14.729676666,7.589890176,3.7513917691,9.1,28,29,8,12260,14.70615156,9.4906263551,45,2220,0.354,0.2592,0.3066,0.2168,0.4556,0.2209,0.4323,0.0933,0.9793,0.3238,0.554,0.6428,0.51,0.7377,0.3687,0.702,0.2346,0.7463,0.263,0.3391
"Boone",553.5,0.00843784017688085,61884,191.126609677216,17,0.973101265822785,125,18.1111111111111,54,78.887611803,6094.4753114,314.91769055,16.486470347,7.1243197991,4.1499969613,9.8,39,33.4,8.3,5690,20.002377203,7.188373393,83,5015,0.2346,0.2748,0.2127,0.2837,0.2592,0.1296,0.384,0.1235,0.8981,0.0907,0.4769,0.5237,0.3992,0.617,0.199,0.766,0.1815,0.3359,0.2763,0.0984
"Bosque",161.5,0.00899571102322732,17953,18.2638736893902,2,1,129.5,24.9166666666667,63.6,76.34363487,9705.3640013,454.97169146,17.592109629,7.037896365,3.7942074951,10.5,16,31.8,7.5,2790,17.003577722,22.263410379,10,5635,0.5909,0.5326,0.4438,0.4368,0.4581,0.73,0.7096,0.8968,0.3996,0.68,0.3107,0.7599,0.5823,0.8446,0.3543,0.0853,0.6845,0.8376,0.1175,0.5298
"Bossier",1776,0.014239897370109,124720,148.435896336409,58,0.966165413533835,123.5,23.9722222222222,65.1,77.906399867,7403.8099247,375.37995788,18.601481071,10.372875896,4.3087254808,11.7,211,30.8,7.5,16690,20.299638622,8.7482489587,55,5801,0.575,0.3699,0.4858,0.3422,0.2954,0.4327,0.5482,0.1235,0.8411,0.2267,0.8832,0.6998,0.7205,0.6132,0.7399,0.7625,0.6622,0.5915,0.3626,0.5928
"Botetourt",179,0.00539286575078332,33192,61.329861908563,4,0.965250965250965,120,19.3333333333333,56.7,79.703252166,5716.2517766,284.94138833,12.390681577,6.5256797583,3.148958852,12.5,25,25.4,8.7,2300,18.6592979,8.367029549,17,3423,0.0255,0.0544,0.0751,0.1573,0.0891,0.1847,0.1363,0.7529,0.2302,0.3709,0.0815,0.2658,0.2496,0.3543,0.028,0.3926,0.4167,0.0586,0.1519,0.1203
"Boulder",1682,0.00535735330184322,313961,432.250907412554,74,0.953667953667954,117,16.5555555555556,33.3,82.96930928,4233.0488231,205.39037911,11.612699398,8.0917197452,3.1985053476,4.8,446,15.2,8.3,35440,20.226717701,6.772989506,399,2572,0.17,0.1324,0.354,0.3298,0.0213,0.0376,0.0115,0.0933,0.2133,0.0213,0.2085,0.73,0.5934,0.7861,0.603,0.965,0.1086,0.5005,0.4358,0.717
"Boundary",45,0.0040391347275828,11141,8.78124032155238,1,1,168.5,15.1666666666667,42.2,79.386956118,7105.2386866,323.44538633,15.334053547,4.8603929679,3.951820823,9.1,5,28.8,7.2,1710,14.428753013,18.157210914,5,756,0.4323,0.4015,0.5613,0.1363,0.6138,0.3438,0.6753,0.7529,0.7179,0.689,0.0837,0.3601,0.3327,0.4311,0.4464,0.5731,0.6377,0.7956,0.2763,0.1563
"Bowie",680,0.00727404982724132,93483,105.629894128427,35,0.935606060606061,114.5,22.1388888888889,63.5,75.629992085,9530.0864197,477.98315464,18.895084234,9.8661613171,3.9775907638,14.8,295,47.3,5.9,20180,18.431256626,16.356519948,63,5585,0.8631,0.6437,0.7294,0.6714,0.5454,0.482,0.7316,0.3034,0.6877,0.4308,0.8953,0.7584,0.7571,0.6679,0.965,0.7969,0.6138,0.7338,0.6807,0.8402
"Bradford",236,0.00876704186633976,26919,91.5725818308203,3,0.952941176470588,115,24.5,71.2,75.170652818,10390.223848,505.07796694,22.592265688,11.164581328,4.9999064408,12.3,68,36.6,7.4,4470,18.585541196,13.269099859,8,7074,0.9089,0.8946,0.7205,0.88,0.8329,0.9058,0.5864,0.5237,0.1891,0.8083,0.5985,0.5002,0.6437,0.3547,0.9844,0.5365,0.9484,0.5132,0.8472,0.9548
"Bradley",1508.5,0.014665564845421,102860,312.871028857764,10,0.957692307692308,118.5,21.8333333333333,61.25,76.797681353,8125.2818353,419.35459621,21.540695237,8.5528647372,4.550653633,16.8,109,37.8,7.3,13170,13.854590461,13.351092543,57,5610,0.7119,0.7109,0.6705,0.7931,0.5135,0.6769,0.496,0.3464,0.4798,0.689,0.5081,0.5858,0.4429,0.7084,0.7007,0.5689,0.4667,0.716,0.4877,0.6565
"Branch",1142.5,0.02620232552806,43603,86.1075814943914,25,1,131.5,15.8611111111111,51.1,76.687309171,8566.2724806,401.71350438,15.089663139,6.5832426551,4.1276690851,10.2,21,38,8.3,5250,19.209053805,8.1180702996,20,5272,0.6422,0.538,0.6422,0.3158,0.6934,0.4403,0.4909,0.4352,0.6632,0.3913,0.5275,0.5314,0.3276,0.7294,0.8332,0.6393,0.5613,0.5272,0.6297,0.8144
"Brantley",230,0.0124979622887573,18403,41.6015486094883,4,1,122.5,24.6666666666667,65.2,74.068613234,11806.987941,570.64015585,19.780695475,9.5174262735,4.1013225048,7,24,32.9,8,2450,15.34337988,18.204584858,3,6946,0.61,0.8918,0.7991,0.7851,0.9468,0.7997,0.7695,0.2229,0.852,0.9675,0.3365,0.1847,0.2658,0.191,0.2362,0.1152,0.9994,0.6628,0.1624,0.0357
"Braxton",8,0.000553135587360852,14463,28.3137619462847,0,1,130,18.2777777777778,56.2,75.416882518,11020.59855,519.90963326,22.693274491,8.8062622309,5.3789534122,11.3,7,34.4,7.1,2170,11.553083406,8.051124172,6,3895,0.6103,0.8879,0.7599,0.9758,0.8118,0.7685,0.3391,0.7791,0.2149,0.7628,0.0592,0.0213,0.0255,0.0656,0.7135,0.2216,0.8637,0.3394,0.9023,0.5944
"Brazoria",5288,0.0156256002174819,338419,249.238581875581,36.5,0.928571428571429,113.5,25.1111111111111,70.1,79.083775624,6206.4306476,328.80797732,18.376297341,8.3679990354,3.5043517263,10.5,744,28.2,7.5,48610,18.238274997,14.167458619,234,5472,0.5186,0.2315,0.1741,0.2719,0.1178,0.5291,0.2407,0.0493,0.9118,0.0535,0.6457,0.929,0.8835,0.8889,0.788,0.8902,0.4935,0.8844,0.1175,0.695
"Brazos",3724,0.0177421199070016,209896,358.47944893188,44,0.939163498098859,115,25.1666666666667,66.5,81.263168605,4877.9487222,267.98686797,17.973388847,7.6380852183,4.1261011228,8,381,29.1,5.8,43590,18.956604174,16.900472534,190,4681,0.6663,0.6208,0.9347,0.3422,0.5097,0.5861,0.0258,0.0096,0.256,0.0229,0.5142,0.9182,0.8344,0.9115,0.9436,0.9701,0.2913,0.8564,0.5339,0.8812
